tweet_id,safe_text,label,agreement
YMRMEDME,mickeys measles has gone international ,0.0,1.0
5GV8NEZS, new extends exemption from charitable immunity for certain civil actions to persons of any age who are be ,0.0,1.0
EI10PS46,  your ignorance on vaccines isnt just dangerous to your innocent child but to others around you shame on you,1.0,0.6666666666666666
OM26E6DG,"pakistan partly suspends polio vaccination program after terrorists kill health workers
",0.0,1.0
NBBY86FX,in other news ive gone up like mmr,0.0,1.0
LNIH6DYP,how vaccines changed the course of us disease over time ,0.0,0.6666666666666666
P93QRRP9,“ cdc highest number of us measles cases in first five months of a year since   😑,0.0,0.6666666666666666
ZCZ08I3K, shld put out a statement  shameful  tells fb followers not to worry about measles ,-1.0,0.3333333333333333
1TIDQ8T3, vaccines causes brain swelling fever seizures and ultimately brain damage  encephalitis  autism  read package inserts,-1.0,1.0
3M07O2A6, hearthiswell vaccines r linked  autism ibd peds note mmr mos cdcwhistleblower breakabillion less ,-1.0,1.0
QSHW6MHQ,new recommended immunization schedules out from cdc ,0.0,0.6666666666666666
SFS1RIG6,"
mom whose child died after catching chicken pox advocates for vaccines",1.0,0.6666666666666666
1ML1LUUS,my friend  had measles night at his awana club measle for every verse memorized   awa ,0.0,1.0
XUAQBFT3,great overview of hpv amp hpv vaccines by  ,0.0,0.6666666666666666
Z92OIYVT, ill make sure to post that once i get through with mmr,0.0,0.6666666666666666
2HOYSY0P,authentic ebola vaccine black plague black death vaccine yersinia pestis vaccine hiv vaccine ,0.0,1.0
YQ08Z4HT,i hope her unvaccinated kid gives jim belushi measles rt   what about jenny mccarthy,1.0,1.0
6P9XNJCZ,vaccinate your damn kids bc for those kids that cannot get vaccines for real harmful purposes are gonna be just as in danger as kids,1.0,0.6666666666666666
7NP3F1WJ,“ explorers gave native americans blankets deliberately infected with measles killing off  of the population,0.0,1.0
HPNH7D2N,hey everyone if you have a kid shoot em up with vaccines we aint tryna die of some shit thats preventable ja feel,1.0,1.0
W17AD10P,ok  when ever u are blessed with a child please get the rugrat vaccinated,1.0,1.0
MHACZZCM,you couldnt pay me enough to vaccinate my child no way in hell notachance,-1.0,1.0
HP96CIQQ,th case of measles in san mateo county got on a bart train in millbrae last friday at pm amp got off at civic center in sf,0.0,1.0
9YSRNFA6, do you have a science andor medical degree stop spreading lies about vaccines  your stupid choice but plz keep private,1.0,1.0
